AFUA_1G16560	AFUB_015910
AFUA_3G05640	AFUB_043360
AFUA_7G01780	AFUB_088360
AFUA_6G10965	AFUB_076990
AFUA_5G04333	AFUB_052860
AFUA_5G08210	AFUB_055740
AFUA_4G09080	AFUB_066180
AFUA_5G04336	AFUB_052870
AFUA_4G03000	AFUB_100130
AFUA_8G00920	AFUB_085660
AFUA_2G04310	AFUB_021370
AFUA_1G06960	AFUB_007340
AFUA_1G05180	AFUB_005540
AFUA_6G00450	AFUB_097070
AFUA_6G13070	AFUB_001690
AFUA_4G14380	AFUB_071650
AFUA_3G10950	AFUB_038180
AFUA_8G04800	AFUB_082710
AFUA_3G09530	AFUB_039640
AFUA_1G10480	AFUB_009910
AFUA_7G05670	AFUB_091250
AFUA_1G09060	AFUB_008480
AFUA_5G06980	AFUB_054540
AFUA_5G13520	AFUB_061220
AFUA_5G00900	AFUB_049340
AFUA_3G14830	AFUB_034400
AFUA_3G00430	AFUB_048030
AFUA_6G04340	AFUB_093950
AFUA_8G01790	AFUB_084810
AFUA_2G05180	AFUB_022210
AFUA_2G13500	AFUB_029140
AFUA_1G01750	AFUB_002150
AFUA_6G08220	AFUB_074180
AFUA_4G10950	AFUB_068010
AFUA_5G09090	AFUB_056630
AFUA_8G01795	AFUB_084809
AFUA_8G05670	AFUB_081880
AFUA_5G03010	AFUB_051520
AFUA_7G00460	AFUB_087040
AFUA_5G14390	AFUB_062110
AFUA_5G01770	AFUB_050300
AFUA_4G09540	AFUB_066660
AFUA_7G04340	AFUB_089880
AFUA_2G09070	AFUB_024950
AFUA_6G06990	AFUB_072920
AFUA_1G05640	AFUB_006010
AFUA_6G13530	AFUB_001210
AFUA_4G00440	AFUB_100980
AFUA_4G14840	AFUB_072100
AFUA_4G13060	AFUB_069960
AFUA_2G14370	AFUB_029990
AFUA_6G09090	AFUB_075040
AFUA_3G08210	AFUB_040900
AFUA_1G10940	AFUB_010360
AFUA_6G03010	AFUB_095290
AFUA_1G09520	AFUB_008970
AFUA_5G05660	AFUB_053200
AFUA_5G12200	AFUB_059790
AFUA_3G06970	AFUB_042090
AFUA_8G00460	AFUB_086110
AFUA_3G13510	AFUB_035670
AFUA_2G01760	AFUB_018830
AFUA_1G13040	AFUB_012520
AFUA_5G10960	AFUB_058540
AFUA_7G08231	AFUB_080320
AFUA_6G04800	AFUB_093490
AFUA_4G04330	AFUB_098680
AFUA_2G05640	AFUB_022670
AFUA_1G14830	AFUB_014370
AFUA_7G08237	AFUB_100470
AFUA_5G09550	AFUB_057100
AFUA_8G04350	AFUB_083190
AFUA_3G09080	AFUB_040050
AFUA_3G03000	AFUB_045250
AFUA_7G00920	AFUB_087500
AFUA_6G12200	AFUB_078200
AFUA_1G04310	AFUB_004640
AFUA_5G14850	AFUB_062530
AFUA_5G13070	AFUB_060780
AFUA_5G00450	AFUB_076820
AFUA_3G14380	AFUB_034850
AFUA_2G10950	AFUB_026730
AFUA_4G08220	AFUB_074120
AFUA_7G04800	AFUB_090350
AFUA_2G09530	AFUB_025400
AFUA_1G04315	AFUB_004650
AFUA_4G06980	AFUB_064050
AFUA_4G00900	AFUB_101400
AFUA_4G13520	AFUB_070440
AFUA_3G01770	AFUB_046640
AFUA_2G14830	AFUB_030470
AFUA_2G13050	AFUB_028680
AFUA_2G00430	AFUB_017490
AFUA_6G10970	AFUB_077000
AFUA_6G09550	AFUB_075600
AFUA_5G04340	AFUB_052880
AFUA_3G05650	AFUB_043350
AFUA_7G01790	AFUB_088370
AFUA_1G13500	AFUB_012990
AFUA_5G08220	AFUB_055750
AFUA_4G09090	AFUB_066190
AFUA_4G03010	AFUB_100120
AFUA_2G04320	AFUB_021380
AFUA_8G00930	AFUB_085650
AFUA_6G00460	AFUB_097060
AFUA_1G06970	AFUB_007350
AFUA_1G05190	AFUB_005550
AFUA_6G13080	AFUB_001680
AFUA_3G10960	AFUB_038170
AFUA_8G04810	AFUB_082700
AFUA_3G09540	AFUB_039630
AFUA_1G10490	AFUB_009920
AFUA_7G05680	AFUB_091260
AFUA_1G09070	AFUB_008490
AFUA_5G06990	AFUB_054550
AFUA_5G13530	AFUB_061230
AFUA_5G00910	AFUB_049350
AFUA_3G13060	AFUB_036140
AFUA_3G00440	AFUB_048020, AFUB_086640
AFUA_3G14840	AFUB_011060
AFUA_2G08210	AFUB_024200
AFUA_1G10497	AFUB_009930
AFUA_6G04350	AFUB_093940
AFUA_4G12200	AFUB_069180
AFUA_2G05190	AFUB_022220
AFUA_1G01760	AFUB_002160
AFUA_1G14380	AFUB_013920
AFUA_6G08230	AFUB_074190
AFUA_4G10960	AFUB_068020
AFUA_2G13512	AFUB_029150
AFUA_8G05680	AFUB_081870
AFUA_5G03020	AFUB_051530
AFUA_7G00470	AFUB_087050
AFUA_5G01780	AFUB_050310
AFUA_4G09550	AFUB_066670
AFUA_7G04350	AFUB_089890
AFUA_2G09080	AFUB_024960
AFUA_2G17400	AFUB_033070
AFUA_2G03000	AFUB_020060
AFUA_1G05650	AFUB_006020
AFUA_6G13540	AFUB_001200
AFUA_4G00450	AFUB_100990
AFUA_4G14850	AFUB_072110
AFUA_4G13070	AFUB_069970, AFUB_079770, AFUB_045750
AFUA_2G14380	AFUB_030000
AFUA_3G08220	AFUB_040890
AFUA_1G10950	AFUB_010370
AFUA_1G09530	AFUB_008980
AFUA_1G05655	AFUB_006029
AFUA_6G03020	AFUB_095280
AFUA_5G05670	AFUB_053210
AFUA_8G00470	AFUB_086100
AFUA_5G12210	AFUB_059800
AFUA_3G06980	AFUB_042080
AFUA_3G13520	AFUB_035660
AFUA_3G00900	AFUB_047500
AFUA_2G01770	AFUB_018840
AFUA_1G13050	AFUB_012530
AFUA_7G08240	AFUB_092570
AFUA_6G04810	AFUB_093480
AFUA_2G05650	AFUB_022680
AFUA_6G01790	AFUB_096560
AFUA_7G08245	AFUB_044460, AFUB_080160
AFUA_1G00440	AFUB_083450
AFUA_1G14840	AFUB_014380
AFUA_5G09560	AFUB_057110
AFUA_8G04360	AFUB_083180
AFUA_3G09090	AFUB_040040
AFUA_3G03010	AFUB_045240
AFUA_7G00930	AFUB_087510
AFUA_6G12210	AFUB_078210
AFUA_1G04320	AFUB_004660
AFUA_5G13080	AFUB_060790
AFUA_5G00460	AFUB_048910
AFUA_3G14390	AFUB_034840
AFUA_4G08230	AFUB_065330
AFUA_2G10960	AFUB_026740
AFUA_2G09540	AFUB_025410
AFUA_5G14865	AFUB_078970
AFUA_7G04811	AFUB_033200, AFUB_090360
AFUA_4G06990	AFUB_064060
AFUA_4G00910	AFUB_101410
AFUA_4G13530	AFUB_070450
AFUA_3G01780	AFUB_046630
AFUA_2G14840	AFUB_030480
AFUA_2G13060	AFUB_028690
AFUA_2G00440	AFUB_017500
AFUA_6G10980	AFUB_077010
AFUA_6G09560	AFUB_075610
AFUA_5G04350	AFUB_052890
AFUA_3G05660	AFUB_043340
AFUA_3G12200	AFUB_036980
AFUA_1G13510	AFUB_013000
AFUA_5G08230	AFUB_055760
AFUA_4G03020	AFUB_100110
AFUA_4G04800	AFUB_098200
AFUA_2G04330	AFUB_021390
AFUA_8G00940	AFUB_085640
AFUA_6G00470	AFUB_097050
AFUA_6G13090	AFUB_001670
AFUA_1G06980	AFUB_007360
AFUA_5G08235	AFUB_055780
AFUA_3G10970	AFUB_038160
AFUA_8G04820	AFUB_082690
AFUA_3G09550	AFUB_039620
AFUA_1G09080	AFUB_008500
AFUA_1G03000	AFUB_003390
AFUA_1G17400	AFUB_016770
AFUA_5G13540	AFUB_061240
AFUA_5G00920	AFUB_049360
AFUA_3G00450	AFUB_048010
AFUA_3G13070	AFUB_036130
AFUA_3G14850	AFUB_034390
AFUA_8G04826	AFUB_082670
AFUA_4G12210	AFUB_069190
AFUA_2G13520	AFUB_029160
AFUA_2G00900	AFUB_017980
AFUA_1G01770	AFUB_002170, AFUB_075540, AFUB_046300
AFUA_1G14390	AFUB_013930
AFUA_6G08240	AFUB_074200
AFUA_4G10970	AFUB_068030
AFUA_8G05690	AFUB_081860
AFUA_5G03030	AFUB_051540
AFUA_7G00480	AFUB_087060
AFUA_5G01790	AFUB_050320
AFUA_4G09560	AFUB_066680
AFUA_7G04360	AFUB_089900
AFUA_2G09090	AFUB_024970
AFUA_2G17410	AFUB_033080
AFUA_2G03010	AFUB_020070
AFUA_1G05660	AFUB_006030
AFUA_6G13550	AFUB_001190
AFUA_4G13080	AFUB_069980
AFUA_4G00460	AFUB_101000
AFUA_2G14390	AFUB_030010
AFUA_3G08230	AFUB_040880
AFUA_1G10960	AFUB_010380
AFUA_6G03030	AFUB_095270
AFUA_1G09540	AFUB_008990
AFUA_5G05680	AFUB_053220
AFUA_8G00480	AFUB_086090
AFUA_5G12220	AFUB_059850
AFUA_3G06990	AFUB_042070
AFUA_3G00910	AFUB_047490
AFUA_2G01780	AFUB_018850
AFUA_1G13060	AFUB_012540
AFUA_5G10980	AFUB_058550
AFUA_7G08250	AFUB_024050
AFUA_6G04820	AFUB_093470
AFUA_4G04350	AFUB_098670
AFUA_2G05660	AFUB_022690
AFUA_2G12200	AFUB_027890
AFUA_1G00450	AFUB_083460
AFUA_1G14850	AFUB_014390
AFUA_6G08700	AFUB_074660
AFUA_4G04355	AFUB_098660
AFUA_5G09570	AFUB_057120
AFUA_8G04370	AFUB_083170
AFUA_3G03020	AFUB_045220
AFUA_7G00940	AFUB_087520
AFUA_6G12220	AFUB_078230
AFUA_1G04330	AFUB_004670
AFUA_5G13090	AFUB_060800
AFUA_5G00470	AFUB_048920
AFUA_5G14870	AFUB_078980, AFUB_096590
AFUA_4G08240	AFUB_065340
AFUA_7G04820	AFUB_090370
AFUA_2G09550	AFUB_025420
AFUA_4G00920	AFUB_101420
AFUA_4G13540	AFUB_070460
AFUA_3G01790	AFUB_046620
AFUA_2G14850	AFUB_030490
AFUA_2G13070	AFUB_028700
AFUA_2G00450	AFUB_017510
AFUA_6G10990	AFUB_077020
AFUA_6G09570	AFUB_075620
AFUA_5G04360	AFUB_052920
AFUA_3G05670	AFUB_043330
AFUA_3G12210	AFUB_036970
AFUA_1G13520	AFUB_013010
AFUA_5G08240	AFUB_055790
AFUA_4G03030	AFUB_100100
AFUA_4G04810	AFUB_098190
AFUA_8G00950	AFUB_085630
AFUA_6G00480	AFUB_097040
AFUA_1G00910	AFUB_048610
AFUA_4G04815	AFUB_098180
AFUA_3G10980	AFUB_038150
AFUA_8G04830	AFUB_082660
AFUA_3G09560	AFUB_039610
AFUA_1G09090	AFUB_008510
AFUA_1G03010	AFUB_003400
AFUA_1G17410	AFUB_016780
AFUA_5G13550	AFUB_061250
AFUA_5G00930	AFUB_049370
AFUA_3G00460	AFUB_048000
AFUA_3G13080	AFUB_036120
AFUA_3G14860	AFUB_034380
AFUA_4G08700	AFUB_065790
AFUA_2G08230	AFUB_024210
AFUA_6G04370	AFUB_093920
AFUA_4G12220	AFUB_069200
AFUA_2G00910	AFUB_048570, AFUB_017990
AFUA_2G13530	AFUB_029170
AFUA_1G01780	AFUB_002180
AFUA_6G08250	AFUB_074210
AFUA_5G03040	AFUB_051550
AFUA_7G00490	AFUB_087090
AFUA_1G12200	AFUB_011670
AFUA_5G08700	AFUB_056240
AFUA_7G04370	AFUB_089910
AFUA_2G04800	AFUB_021840
AFUA_2G03020	AFUB_020080
AFUA_2G17420	AFUB_033090
AFUA_6G13560	AFUB_001180
AFUA_1G05670	AFUB_006040
AFUA_4G00470	AFUB_101010
AFUA_4G13090	AFUB_069990
AFUA_3G08240	AFUB_040870
AFUA_1G10970	AFUB_010390
AFUA_6G03040	AFUB_095260
AFUA_1G09550	AFUB_009000
AFUA_5G05690	AFUB_053230
AFUA_8G00490	AFUB_086080
AFUA_5G12230	AFUB_059860
AFUA_3G00920	AFUB_047480
AFUA_2G01790	AFUB_018860
AFUA_1G13070	AFUB_012550
AFUA_5G10990	AFUB_058560
AFUA_6G04830	AFUB_093460
AFUA_4G04360	AFUB_098650
AFUA_2G05670	AFUB_022700
AFUA_2G12210	AFUB_027900
AFUA_8G07400	AFUB_092830
AFUA_1G00460	AFUB_083470
AFUA_1G14860	AFUB_014400
AFUA_6G08710	AFUB_074670
AFUA_5G09580	AFUB_057130
AFUA_8G04380	AFUB_083160
AFUA_5G03500	AFUB_052020
AFUA_3G03030	AFUB_045210
AFUA_1G04340	AFUB_004680
AFUA_6G12230	AFUB_078240
AFUA_7G00950	AFUB_087540
AFUA_5G14880	AFUB_078990
AFUA_5G00480	AFUB_048930
AFUA_4G08250	AFUB_065350
AFUA_2G10980	AFUB_026750
AFUA_7G04830	AFUB_090380
AFUA_2G09560	AFUB_025430
AFUA_2G16100	AFUB_031780
AFUA_4G00930	AFUB_101430
AFUA_4G13550	AFUB_070470
AFUA_2G14860	AFUB_030500
AFUA_2G13080	AFUB_028710
AFUA_2G00460	AFUB_017520
AFUA_6G09580	AFUB_075630
AFUA_6G03500	AFUB_094790
AFUA_5G04370	AFUB_052930
AFUA_3G12220	AFUB_036960
AFUA_1G13530	AFUB_013020
AFUA_5G08250	AFUB_055800
AFUA_4G03040	AFUB_100090
AFUA_4G04820	AFUB_098170
AFUA_2G04350	AFUB_021400
AFUA_6G00490	AFUB_097020
AFUA_8G00962	AFUB_085620
AFUA_8G04840	AFUB_082650
AFUA_3G09570	AFUB_039600
AFUA_1G04800	AFUB_005140
AFUA_1G03020	AFUB_003410
AFUA_1G17420	AFUB_016790
AFUA_5G13560	AFUB_061260
AFUA_5G00940	AFUB_049380
AFUA_3G13090	AFUB_036110
AFUA_3G14870	AFUB_034370
AFUA_3G00470	AFUB_047990
AFUA_4G08710	AFUB_065800
AFUA_2G08240	AFUB_024220
AFUA_6G04380	AFUB_093910
AFUA_4G08715	AFUB_065810
AFUA_2G13540	AFUB_029180
AFUA_2G00920	AFUB_018000
AFUA_1G01790	AFUB_002190
AFUA_6G08260	AFUB_074220
AFUA_4G10990	AFUB_068050
AFUA_5G03050	AFUB_051560
AFUA_1G12210	AFUB_011680
AFUA_4G09580	AFUB_066690
AFUA_4G03500	AFUB_099550
AFUA_7G04380	AFUB_089920
AFUA_5G08712	AFUB_056250
AFUA_2G17430	AFUB_033100
AFUA_2G03030	AFUB_020090
AFUA_1G05680	AFUB_006050, AFUB_044270
AFUA_6G13570	AFUB_001170
AFUA_4G00480	AFUB_101020
AFUA_3G08250	AFUB_040860
AFUA_1G10980	AFUB_010400
AFUA_6G03050	AFUB_095250
AFUA_1G09560	AFUB_009010
AFUA_4G00485	AFUB_101030
AFUA_1G16100	AFUB_006150
AFUA_3G00930	AFUB_047470
AFUA_3G13550	AFUB_035650
AFUA_5G12242	AFUB_059870
AFUA_1G13080	AFUB_012560
AFUA_7G08270	AFUB_048400, AFUB_096690, AFUB_071070, AFUB_044510
AFUA_2G08700	AFUB_024620
AFUA_6G04840	AFUB_093450
AFUA_4G04370	AFUB_098640
AFUA_2G05680	AFUB_022710
AFUA_2G12220	AFUB_027910
AFUA_1G00470	AFUB_083480
AFUA_1G14870	AFUB_014410
AFUA_6G08720	AFUB_074680
AFUA_5G09590	AFUB_057140
AFUA_8G04390	AFUB_083150
AFUA_5G03510	AFUB_052030
AFUA_3G03040	AFUB_045200
AFUA_7G00960	AFUB_087550
AFUA_6G12240	AFUB_078250
AFUA_1G04350	AFUB_004690
AFUA_5G14890	AFUB_079000
AFUA_5G00490	AFUB_048950
AFUA_4G08260	AFUB_065360
AFUA_2G10990	AFUB_026760
AFUA_7G04840	AFUB_090390
AFUA_2G09570	AFUB_025440
AFUA_5G00495	AFUB_048960
AFUA_2G16110	AFUB_031790
AFUA_4G00940	AFUB_101440
AFUA_4G13560	AFUB_070480
AFUA_2G14870	AFUB_030510
AFUA_2G13090	AFUB_028720
AFUA_2G00470	AFUB_017530
AFUA_6G09590	AFUB_075640
AFUA_3G08710	AFUB_040390
AFUA_8G02200	AFUB_084410
AFUA_6G03510	AFUB_094780
AFUA_5G04380	AFUB_052940
AFUA_5G12700	AFUB_060360
AFUA_3G05690	AFUB_043320
AFUA_3G12230	AFUB_036950
AFUA_1G13540	AFUB_013030
AFUA_5G08260	AFUB_055810
AFUA_4G03050	AFUB_100080
AFUA_2G04360	AFUB_021410
AFUA_6G07400	AFUB_073370
AFUA_8G04850	AFUB_082640
AFUA_3G09580	AFUB_039590
AFUA_3G03500	AFUB_044730
AFUA_6G12700	AFUB_078700
AFUA_1G04810	AFUB_005150
AFUA_1G03030	AFUB_003420
AFUA_1G17430	AFUB_016800
AFUA_5G13570	AFUB_061270
AFUA_5G00950	AFUB_049390
AFUA_3G00480	AFUB_047980
AFUA_3G14880	AFUB_034360
AFUA_4G08720	AFUB_065820
AFUA_1G03035	AFUB_003430
AFUA_2G08250	AFUB_024230
AFUA_6G04390	AFUB_093900
AFUA_4G12240	AFUB_069210
AFUA_2G13550	AFUB_029190
AFUA_2G00930	AFUB_018010
AFUA_6G08270	AFUB_074230
AFUA_5G03060	AFUB_051570
AFUA_1G12220	AFUB_011690
AFUA_4G09590	AFUB_066700
AFUA_4G03510	AFUB_099540
AFUA_7G04390	AFUB_089940
AFUA_2G17440	AFUB_033110
AFUA_2G04820	AFUB_021850
AFUA_2G03040	AFUB_020100
AFUA_1G05690	AFUB_006060
AFUA_6G13580	AFUB_001160
AFUA_4G00490	AFUB_101040
AFUA_3G08260	AFUB_040850
AFUA_1G10990	AFUB_010410
AFUA_1G09570	AFUB_009020
AFUA_6G03060	AFUB_095240
AFUA_5G12250	AFUB_059880
AFUA_3G00940	AFUB_047460
AFUA_3G13560	AFUB_035640
AFUA_3G08265	AFUB_040840
AFUA_1G13090	AFUB_012570
AFUA_7G02200	AFUB_088750
AFUA_1G16115	AFUB_081140
AFUA_6G04850	AFUB_093440
AFUA_4G04380	AFUB_098630
AFUA_4G12700	AFUB_069620
AFUA_2G05690	AFUB_022720
AFUA_2G12230	AFUB_027920
AFUA_1G00480	AFUB_083490
AFUA_1G14880	AFUB_014420
AFUA_6G08730	AFUB_074690
AFUA_5G03520	AFUB_052040
AFUA_3G03050	AFUB_045180
AFUA_7G00970	AFUB_087560
AFUA_6G12250	AFUB_078260
AFUA_1G04360	AFUB_004700
AFUA_4G08270	AFUB_065370
AFUA_2G09580	AFUB_025450
AFUA_7G04850	AFUB_090400
AFUA_2G17900	AFUB_033590
AFUA_2G16120	AFUB_031800
AFUA_2G03500	AFUB_020570
AFUA_4G00950	AFUB_101450
AFUA_4G13570	AFUB_070490
AFUA_2G14880	AFUB_030520
AFUA_2G00480	AFUB_017540
AFUA_3G08720	AFUB_040380
AFUA_8G02210	AFUB_084400
AFUA_6G03520	AFUB_094770
AFUA_5G04390	AFUB_052950
AFUA_5G12710	AFUB_060370
AFUA_3G12240	AFUB_036940
AFUA_1G13550	AFUB_013040
AFUA_5G08270	AFUB_055820
AFUA_4G03060	AFUB_100070
AFUA_8G00980	AFUB_085610
AFUA_8G06100	AFUB_081380
AFUA_6G07410	AFUB_073380
AFUA_8G04860	AFUB_082630
AFUA_3G09590	AFUB_039580
AFUA_3G03510	AFUB_044720
AFUA_6G12710	AFUB_078710
AFUA_1G03040	AFUB_003440
AFUA_1G04820	AFUB_005160
AFUA_5G13580	AFUB_061280
AFUA_5G00960	AFUB_049400
AFUA_3G00490	AFUB_047970
AFUA_3G14890	AFUB_034350
AFUA_4G08730	AFUB_065830
AFUA_2G08260	AFUB_024240
AFUA_4G12250	AFUB_069220
AFUA_2G13560	AFUB_029200
AFUA_2G00940	AFUB_018020
AFUA_6G08280	AFUB_074240
AFUA_3G07400	AFUB_041680
AFUA_6G02200	AFUB_096140
AFUA_5G03070	AFUB_051580
AFUA_3G12700	AFUB_036470
AFUA_1G12230	AFUB_011700
AFUA_5G08730	AFUB_056260
AFUA_4G03520	AFUB_099530
AFUA_2G17450	AFUB_033120
AFUA_2G04830	AFUB_021860
AFUA_2G03050	AFUB_020110
AFUA_6G13590	AFUB_001150
AFUA_4G07400	AFUB_064490
AFUA_3G08270	AFUB_040830
AFUA_6G03070	AFUB_095230
AFUA_1G09580	AFUB_009030
AFUA_1G03500	AFUB_003910
AFUA_1G16120	AFUB_080650
AFUA_5G12260	AFUB_059890
AFUA_3G00950	AFUB_047450
AFUA_3G13570	AFUB_035620
AFUA_7G02210	AFUB_088760
AFUA_2G08720	AFUB_024630
AFUA_6G04860	AFUB_093420
AFUA_4G04390	AFUB_098620
AFUA_4G12710	AFUB_069630
AFUA_1G00490	AFUB_069000
AFUA_1G14890	AFUB_014430
AFUA_6G08740	AFUB_074700
AFUA_5G03530	AFUB_052050
AFUA_3G03060	AFUB_045170
AFUA_1G04370	AFUB_004710
AFUA_1G14895	AFUB_033490
AFUA_5G07410	AFUB_054950
AFUA_4G08280	AFUB_065380
AFUA_7G04860	AFUB_090410
AFUA_2G09590	AFUB_025460
AFUA_2G17910	AFUB_033600
AFUA_2G16130	AFUB_031810
AFUA_2G03510	AFUB_020580
AFUA_4G00960	AFUB_101460
AFUA_4G13580	AFUB_070500
AFUA_2G14890	AFUB_030530
AFUA_2G00490	AFUB_017550
AFUA_8G02220	AFUB_084390
AFUA_3G08730	AFUB_040370
AFUA_6G03530	AFUB_094760
AFUA_5G12720	AFUB_060390
AFUA_3G12250	AFUB_036930
AFUA_1G13560	AFUB_013050
AFUA_5G08280	AFUB_055830
AFUA_2G07400	AFUB_032440
AFUA_5G02200	AFUB_050730
AFUA_3G12255	AFUB_036920
AFUA_4G03070	AFUB_100060
AFUA_8G00990	AFUB_085600
AFUA_2G04380	AFUB_021420
AFUA_2G12700	AFUB_028340
AFUA_6G07420	AFUB_073390
AFUA_8G04870	AFUB_082620
AFUA_3G03520	AFUB_044710
AFUA_6G12720	AFUB_078720
AFUA_1G04830	AFUB_005170
AFUA_1G03050	AFUB_003450
AFUA_5G13590	AFUB_061290
AFUA_4G08740	AFUB_065840
AFUA_5G00975	AFUB_049410
AFUA_4G12260	AFUB_069230
AFUA_2G13570	AFUB_029210
AFUA_6G08290	AFUB_074250
AFUA_3G07410	AFUB_041670
AFUA_6G02210	AFUB_096120
AFUA_5G03080	AFUB_051590
AFUA_3G12710	AFUB_036460
AFUA_1G12240	AFUB_011710
AFUA_6G02215	AFUB_096110
AFUA_5G08740	AFUB_056270
AFUA_4G03530	AFUB_099520
AFUA_2G17460	AFUB_033130
AFUA_2G04840	AFUB_021870
AFUA_2G03060	AFUB_020120
AFUA_4G07410	AFUB_064500
AFUA_3G08280	AFUB_040820
AFUA_3G02200	AFUB_046170
AFUA_6G03080	AFUB_095220
AFUA_1G09590	AFUB_009040
AFUA_6G11400	AFUB_077410
AFUA_1G16130	AFUB_069550
AFUA_1G03510	AFUB_003920
AFUA_5G12270	AFUB_059900
AFUA_3G00960	AFUB_047440
AFUA_3G13580	AFUB_035610
AFUA_7G02220	AFUB_088770
AFUA_2G08730	AFUB_024640
AFUA_6G04870	AFUB_093430
AFUA_4G12720	AFUB_069640
AFUA_2G12250	AFUB_027930
AFUA_6G08750	AFUB_074710
AFUA_1G07400	AFUB_007740
AFUA_5G03540	AFUB_052060
AFUA_3G03070	AFUB_045150
AFUA_7G00990	AFUB_087570
AFUA_6G12270	AFUB_078270
AFUA_1G04380	AFUB_004720
AFUA_1G12700	AFUB_012170
AFUA_7G06110	AFUB_091690
AFUA_5G07420	AFUB_054965
AFUA_4G08290	AFUB_065390
AFUA_7G04870	AFUB_090420
AFUA_2G17920	AFUB_033610
AFUA_2G16140	AFUB_031820
AFUA_2G03520	AFUB_020630
AFUA_4G00970	AFUB_101470
AFUA_4G13590	AFUB_070510
AFUA_4G08295	AFUB_065400
AFUA_8G02230	AFUB_084370
AFUA_3G08740	AFUB_040360
AFUA_6G03540	AFUB_094750
AFUA_5G12730	AFUB_060400
AFUA_3G12260	AFUB_036910
AFUA_1G13570	AFUB_013060
AFUA_5G08290	AFUB_055840
AFUA_2G07410	AFUB_023460
AFUA_5G02210	AFUB_050740
AFUA_4G03080	AFUB_100050
AFUA_4G11400	AFUB_068430
AFUA_2G04390	AFUB_021430
AFUA_2G12710	AFUB_028350, AFUB_048150
AFUA_6G07430	AFUB_073410
AFUA_8G04880	AFUB_082610
AFUA_3G03530	AFUB_044700
AFUA_6G12730	AFUB_078730
AFUA_1G04840	AFUB_005180
AFUA_1G03060	AFUB_003460
AFUA_1G17460	AFUB_016820
AFUA_5G00980	AFUB_049420
AFUA_5G06100	AFUB_053660
AFUA_4G08750	AFUB_065850
AFUA_2G08280	AFUB_024247
AFUA_2G16600	AFUB_032280
AFUA_5G11400	AFUB_058970
AFUA_4G12270	AFUB_069240
AFUA_2G13580	AFUB_029220
AFUA_2G00960	AFUB_018030
AFUA_3G07420	AFUB_041660
AFUA_6G02220	AFUB_096100
AFUA_5G03090	AFUB_051600
AFUA_3G12720	AFUB_036450
AFUA_2G00967	AFUB_018050
AFUA_1G12250	AFUB_011720
AFUA_5G08750	AFUB_056280
AFUA_4G03540	AFUB_099510
AFUA_2G17470	AFUB_033140
AFUA_2G04850	AFUB_021880
AFUA_2G03070	AFUB_020130
AFUA_4G07420	AFUB_064510
AFUA_3G08290	AFUB_040810
AFUA_2G17475	AFUB_033150
AFUA_3G02210	AFUB_046160
AFUA_6G03090	AFUB_095210
AFUA_6G11410	AFUB_077420
AFUA_1G03520	AFUB_003930
AFUA_3G00970	AFUB_047430
AFUA_3G02213	AFUB_046150
AFUA_3G13590	AFUB_035600
AFUA_7G02230	AFUB_088780
AFUA_3G02216	AFUB_046140
AFUA_2G08740	AFUB_024650
AFUA_6G04880	AFUB_093410
AFUA_4G12730	AFUB_069650
AFUA_2G12260	AFUB_027940
AFUA_6G08760	AFUB_074720
AFUA_5G03550	AFUB_052070
AFUA_3G03080	AFUB_045140
AFUA_6G12280	AFUB_078280
AFUA_3G11400	AFUB_037770
AFUA_1G04390	AFUB_004730
AFUA_1G12710	AFUB_012180
AFUA_7G06120	AFUB_091700
AFUA_5G07430	AFUB_054980
AFUA_7G04880	AFUB_090430
AFUA_2G17930	AFUB_033620
AFUA_2G16150	AFUB_031830
AFUA_4G00980	AFUB_101480
AFUA_4G06100	AFUB_063220
AFUA_8G02240	AFUB_084380
AFUA_3G08750	AFUB_040350
AFUA_6G03550	AFUB_094740
AFUA_1G02200	AFUB_002580
AFUA_1G16600	AFUB_015970
AFUA_5G12740	AFUB_060410
AFUA_3G12270	AFUB_036900
AFUA_1G13580	AFUB_013070
AFUA_2G07420	AFUB_023470
AFUA_5G02220	AFUB_050750
AFUA_4G03090	AFUB_100040
AFUA_4G11410	AFUB_068440
AFUA_2G12720	AFUB_028360
AFUA_1G00970	AFUB_046220
AFUA_6G07440	AFUB_073420
AFUA_8G06132	AFUB_001950
AFUA_8G04890	AFUB_082600
AFUA_3G03540	AFUB_044690
AFUA_1G04850	AFUB_005190
AFUA_1G03070	AFUB_003480
AFUA_1G17470	AFUB_016830
AFUA_6G12740	AFUB_078740
AFUA_5G00990	AFUB_049430
AFUA_5G06110	AFUB_053670
AFUA_4G08760	AFUB_065860
AFUA_2G08290	AFUB_024260
AFUA_2G16610	AFUB_032290
AFUA_2G02210	AFUB_019290
AFUA_5G11410	AFUB_058980
AFUA_4G12280	AFUB_069250
AFUA_2G13590	AFUB_029230
AFUA_2G00970	AFUB_018060
AFUA_3G07430	AFUB_041650
AFUA_8G02700	AFUB_083890
AFUA_6G02230	AFUB_096090
AFUA_3G12730	AFUB_036440
AFUA_1G12260	AFUB_011730
AFUA_5G08760	AFUB_056290
AFUA_2G06100	AFUB_023180
AFUA_4G03550	AFUB_099500
AFUA_2G04860	AFUB_021890
AFUA_2G03080	AFUB_020140
AFUA_2G17480	AFUB_033160
AFUA_2G11400	AFUB_044460, AFUB_080160
AFUA_6G07900	AFUB_073890
AFUA_4G07430	AFUB_064520
